
(698.5,1056.5,1.0)
(688.5,464.5,1.0)
(649.5,499.5,1.0)
(818.5,455.5,1.0)
(754.5,408.5,1.0)
(428.5,305.5,1.0)
(400.5,342.5,1.0)
(546.5,295.5,1.0)
(475.5,244.5,1.0)
(1415.5,706.5,1.0)
(1361.5,727.5,1.0)
(1527.5,700.5,1.0)
(1503.5,671.5,1.0)
(1023.5,499.5,1.0)
(983.5,525.5,1.0)
(1125.5,492.5,1.0)
(1088.5,457.5,1.0)
(536.5,599.5,1.0)
(517.5,615.5,1.0)
(606.5,594.5,1.0)
(566.5,572.5,1.0)
(561.5,617.5,1.0)
(535.5,639.5,1.0)
(656.5,611.5,1.0)
(604.5,582.5,1.0)
(764.5,603.5,1.0)
(737.5,622.5,1.0)
(847.5,598.5,1.0)
(808.5,573.5,1.0)
(1124.5,52.5,1.0)
(1058.5,110.5,1.0)
(1284.5,36.5,1.0)
(965.5,307.5,1.0)
(881.5,375.5,1.0)
(1196.5,289.5,1.0)
(1113.5,187.5,1.0)
(1085.5,529.5,1.0)
(1055.5,547.5,1.0)
(1157.5,525.5,1.0)
(1132.5,501.5,1.0)
(959.5,928.5,1.0)
(924.5,941.5,1.0)
(1052.5,925.5,1.0)
(1015.5,907.5,1.0)
(1176.5,1035.5,1.0)
(706.5,835.5,1.0)
(72.5,757.5,1.0)
(44.5,794.5,1.0)
(264.5,747.5,1.0)
(119.5,694.5,1.0)
(826.5,901.5,1.0)
(754.5,933.5,1.0)
(1047.5,893.5,1.0)
(954.5,846.5,1.0)
(904.5,739.5,1.0)
(868.5,758.5,1.0)
(1002.5,735.5,1.0)
(961.5,709.5,1.0)
(330.5,432.5,1.0)
(314.5,454.5,1.0)
(407.5,426.5,1.0)
(357.5,397.5,1.0)
(1585.5,922.5,1.0)
(1517.5,940.5,1.0)
(1698.5,893.5,1.0)
(1079.5,861.5,1.0)
(1043.5,875.5,1.0)
(1170.5,857.5,1.0)
(1138.5,838.5,1.0)
(804.5,621.5,1.0)
(779.5,638.5,1.0)
(876.5,617.5,1.0)
(843.5,596.5,1.0)
(728.5,781.5,1.0)
(702.5,796.5,1.0)
(809.5,777.5,1.0)
(770.5,758.5,1.0)
(1237.5,938.5,1.0)
