
(475.5,658.5,1.0)
(489.5,712.5,1.0)
(545.5,569.5,1.0)
(452.5,569.5,1.0)
(340.5,670.5,1.0)
(355.5,712.5,1.0)
(388.5,601.5,1.0)
(315.5,601.5,1.0)
(1539.5,296.5,1.0)
(1505.5,387.5,1.0)
(1597.5,142.5,1.0)
(910.5,460.5,1.0)
(908.5,516.5,1.0)
(998.5,369.5,1.0)
(913.5,369.5,1.0)
(751.5,865.5,1.0)
(753.5,891.5,1.0)
(797.5,825.5,1.0)
(748.5,825.5,1.0)
(642.5,870.5,1.0)
(648.5,905.5,1.0)
(701.5,814.5,1.0)
(632.5,814.5,1.0)
(860.5,743.5,1.0)
(860.5,779.5,1.0)
(924.5,685.5,1.0)
(860.5,685.5,1.0)
(444.5,33.5,1.0)
(462.5,125.5,1.0)
(42.5,341.5,1.0)
(95.5,457.5,1.0)
(125.5,132.5,1.0)
(1190.5,439.5,1.0)
(1181.5,481.5,1.0)
(1264.5,372.5,1.0)
(1203.5,372.5,1.0)
(1242.5,1013.5,1.0)
(1228.5,1054.5,1.0)
(1361.5,944.5,1.0)
(1266.5,944.5,1.0)
(175.5,1055.5,1.0)
(298.5,901.5,1.0)
(78.5,901.5,1.0)
(987.5,801.5,1.0)
(982.5,846.5,1.0)
(1081.5,726.5,1.0)
(994.5,726.5,1.0)
(522.5,816.5,1.0)
(528.5,842.5,1.0)
(559.5,776.5,1.0)
(511.5,776.5,1.0)
(395.5,905.5,1.0)
(1363.5,830.5,1.0)
(1344.5,878.5,1.0)
(1488.5,751.5,1.0)
(1395.5,751.5,1.0)
(969.5,737.5,1.0)
(967.5,769.5,1.0)
(1031.5,685.5,1.0)
(974.5,685.5,1.0)
(948.5,957.5,1.0)
(945.5,989.5,1.0)
(1019.5,906.5,1.0)
(952.5,906.5,1.0)
(1632.5,816.5,1.0)
(1595.5,878.5,1.0)
(1695.5,711.5,1.0)
(324.5,913.5,1.0)
(382.5,1046.5,1.0)
(551.5,638.5,1.0)
(203.5,638.5,1.0)
(861.5,745.5,1.0)
(861.5,776.5,1.0)
(917.5,694.5,1.0)
(861.5,694.5,1.0)
(1256.5,736.5,1.0)
(1241.5,789.5,1.0)
(1381.5,646.5,1.0)
(1282.5,646.5,1.0)
(911.5,928.5,1.0)
(909.5,959.5,1.0)
(977.5,879.5,1.0)
(913.5,879.5,1.0)
(669.5,452.5,1.0)
(677.5,518.5,1.0)
(758.5,342.5,1.0)
(657.5,342.5,1.0)
(1585.5,62.5,1.0)
(1553.5,150.5,1.0)
(849.5,750.5,1.0)
(849.5,777.5,1.0)
(896.5,709.5,1.0)
(849.5,709.5,1.0)
(748.5,540.5,1.0)
(751.5,585.5,1.0)
(813.5,467.5,1.0)
(743.5,467.5,1.0)
(416.5,494.5,1.0)
(428.5,539.5,1.0)
(465.5,421.5,1.0)
(396.5,421.5,1.0)
(1294.5,555.5,1.0)
(1275.5,624.5,1.0)
(1441.5,439.5,1.0)
(1327.5,439.5,1.0)
(457.5,1017.5,1.0)
(530.5,947.5,1.0)
(432.5,947.5,1.0)
(1080.5,1058.5,1.0)
(1014.5,1058.5,1.0)
(1523.5,429.5,1.0)
(1448.5,618.5,1.0)
(1678.5,37.5,1.0)
(249.5,773.5,1.0)
(287.5,860.5,1.0)
(354.5,619.5,1.0)
(179.5,619.5,1.0)
(305.5,1011.5,1.0)
(222.5,1011.5,1.0)
(1298.5,505.5,1.0)
(1284.5,553.5,1.0)
(1393.5,426.5,1.0)
(1319.5,426.5,1.0)
(25.5,665.5,1.0)
(69.5,741.5,1.0)
(88.5,533.5,1.0)
(518.5,66.5,1.0)
(529.5,128.5,1.0)
(1062.5,511.5,1.0)
(1055.5,564.5,1.0)
(1155.5,425.5,1.0)
(1073.5,425.5,1.0)
(530.5,604.5,1.0)
(538.5,640.5,1.0)
(577.5,545.5,1.0)
(518.5,545.5,1.0)
(621.5,287.5,1.0)
(626.5,333.5,1.0)
